date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:12:50	43297/43297	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2016:22:31%20GMT	https://gochiusa.com/af/	C:/My%20Websites/2020/gochiusa.com/af/index.html	(from )
05:12:50	310/310	---M--	404	error ('Not%20Found')	text/html	etag:%223fe2404938ac42d3770825d4caacfb57%22	https://gochiusa.com/robots.txt		(from )
05:12:50	9527/9527	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Apr%202020%2016:22:23%20GMT	https://gochiusa.com/af/core_sys/images/main/af2020/css/sanitize.css	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/css/sanitize.css	(from https://gochiusa.com/af/)
05:12:50	2056/2056	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Apr%202020%2016:22:23%20GMT	https://gochiusa.com/af/core_sys/images/main/af2020/css/foundation.css	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/css/foundation.css	(from https://gochiusa.com/af/)
05:12:50	22282/22282	---MCZ	200	added ('OK')	text/css	etag:W/%225d7b9692-570a%22	https://cdnjs.cloudflare.com/ajax/libs/Swiper/4.5.1/css/swiper.css	C:/My%20Websites/2020/cdnjs.cloudflare.com/ajax/libs/Swiper/4.5.1/css/swiper.css	(from https://gochiusa.com/af/)
05:12:50	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4957-1b27%22	https://cdnjs.cloudflare.com/ajax/libs/magnific-popup.js/1.1.0/magnific-popup.css	C:/My%20Websites/2020/cdnjs.cloudflare.com/ajax/libs/magnific-popup.js/1.1.0/magnific-popup.css	(from https://gochiusa.com/af/)
05:12:50	17799/17799	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Apr%202020%2016:22:09%20GMT	https://gochiusa.com/af/core_sys/css/dez_pt/top/001/base_area.css	C:/My%20Websites/2020/gochiusa.com/af/core_sys/css/dez_pt/top/001/base_area.css	(from https://gochiusa.com/af/)
05:12:51	152587/152587	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Apr%202020%2016:22:23%20GMT	https://gochiusa.com/af/core_sys/images/main/af2020/css/utility.min.css	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/css/utility.min.css	(from https://gochiusa.com/af/)
05:12:51	3356/3356	---M--	200	added ('OK')	image/png	etag:%22a8b5b74484338b15f33502fc320d5e39%22	https://gochiusa.com/af/core_sys/images/main/af2020/nav_title.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/nav_title.png	(from https://gochiusa.com/af/)
05:12:51	2389/2389	---M--	200	added ('OK')	image/png	etag:%22d8b32863dc0f7a4523b1fa1c595e9f02%22	https://gochiusa.com/af/core_sys/images/main/af2020/nav_story.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/nav_story.png	(from https://gochiusa.com/af/)
05:12:51	2081/2081	---M--	200	added ('OK')	image/png	etag:%22dd57ac45ec2962fdb19a2a61ca39c46b%22	https://gochiusa.com/af/core_sys/images/main/af2020/nav_home.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/nav_home.png	(from https://gochiusa.com/af/)
05:12:52	1305/1305	---M--	200	added ('OK')	image/png	etag:%220de48658a4b122e9c2a9380c5632aba9%22	https://gochiusa.com/af/core_sys/images/main/af2020/nav_cd.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/nav_cd.png	(from https://gochiusa.com/af/)
05:12:52	881989/881989	---M--	200	added ('OK')	image/png	etag:%22c3f3e515d51ea4dbd56554d89bbf0f3b%22	https://gochiusa.com/af/core_sys/images/main/af2020/top_chara.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/top_chara.png	(from https://gochiusa.com/af/)
05:12:52	19450/19450	---M--	200	added ('OK')	image/png	etag:%22bf7daa3849334d864fd48e003bf92e25%22	https://gochiusa.com/af/core_sys/images/main/af2020/logo.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/logo.png	(from https://gochiusa.com/af/)
05:12:52	98456/98456	---M-Z	200	added ('OK')	application/javascript	etag:%22bfee88d079c2668aea5525e2d719ba90+gzip%22	https://platform.twitter.com/widgets.js	C:/My%20Websites/2020/platform.twitter.com/widgets.js	(from https://gochiusa.com/af/)
05:12:53	189445/189445	---M--	200	added ('OK')	image/png	etag:%22540c682d637ab9f0be58f082ad07457e%22	https://gochiusa.com/af/core_sys/images/main/af2020/story_text.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/story_text.png	(from https://gochiusa.com/af/)
05:12:53	2265/2265	---M--	200	added ('OK')	image/png	etag:%228b00df310344b4cece5f6a5af1fe5bb4%22	https://gochiusa.com/af/core_sys/images/main/af2020/start.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/start.png	(from https://gochiusa.com/af/)
05:12:53	190907/190907	---M--	200	added ('OK')	image/jpeg	etag:%22061179837a316b009217669e50752f7c%22	https://gochiusa.com/af/core_sys/images/main/af2020/place_0.jpg	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/place_0.jpg	(from https://gochiusa.com/af/)
05:12:53	4469/4469	---M--	200	added ('OK')	image/png	etag:%2214d9c2cfc598f3ba5baf1b25b8cdbe46%22	https://gochiusa.com/af/core_sys/images/main/af2020/cd.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/cd.png	(from https://gochiusa.com/af/)
05:12:53	209455/209455	---M--	200	added ('OK')	image/jpeg	etag:%22e33935ad4c50e5f36b73b8c6b6266208%22	https://gochiusa.com/af/core_sys/images/main/af2020/place_1.jpg	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/place_1.jpg	(from https://gochiusa.com/af/)
05:12:54	196656/196656	---M--	200	added ('OK')	image/jpeg	etag:%2206e14a0a8251cb1696d172e45908dc69%22	https://gochiusa.com/af/core_sys/images/main/af2020/place_2.jpg	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/place_2.jpg	(from https://gochiusa.com/af/)
05:12:54	229731/229731	---M--	200	added ('OK')	image/jpeg	etag:%224a2e0150b30c7be96ad8f9b19f79b563%22	https://gochiusa.com/af/core_sys/images/main/af2020/place_3.jpg	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/place_3.jpg	(from https://gochiusa.com/af/)
05:12:54	276104/276104	---M--	200	added ('OK')	image/jpeg	etag:%22bc529ba8136e9f0607d1a10af88c5323%22	https://gochiusa.com/af/core_sys/images/main/af2020/place_4.jpg	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/place_4.jpg	(from https://gochiusa.com/af/)
05:12:54	153519/153519	---M--	200	added ('OK')	image/jpeg	etag:%2265adfd8c1982466d85e53212fbc62584%22	https://gochiusa.com/af/core_sys/images/main/af2020/place_5.jpg	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/place_5.jpg	(from https://gochiusa.com/af/)
05:12:54	153910/153910	---M--	200	added ('OK')	image/jpeg	etag:%22a09db3349f5d7925e05f3257d002854d%22	https://gochiusa.com/af/core_sys/images/main/af2020/place_6.jpg	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/place_6.jpg	(from https://gochiusa.com/af/)
05:12:55	1281188/1281188	---M--	200	added ('OK')	image/png	etag:%2202a3dda7e78679ab1db91cd38f2cbfb4%22	https://gochiusa.com/af/core_sys/images/main/af2020/cocoa.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/cocoa.png	(from https://gochiusa.com/af/)
05:12:55	1434241/1434241	---M--	200	added ('OK')	image/png	etag:%220d7473b2357cf8d89220aa454dca790b%22	https://gochiusa.com/af/core_sys/images/main/af2020/chino.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/chino.png	(from https://gochiusa.com/af/)
05:12:55	1371668/1371668	---M--	200	added ('OK')	image/png	etag:%222dd938b4b21fba049e6d179d18a65c3d%22	https://gochiusa.com/af/core_sys/images/main/af2020/rize.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/rize.png	(from https://gochiusa.com/af/)
05:12:55	1564536/1564536	---M--	200	added ('OK')	image/png	etag:%22f5a513f33ce73ff58b5d838d6a4b09b6%22	https://gochiusa.com/af/core_sys/images/main/af2020/chiya.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/chiya.png	(from https://gochiusa.com/af/)
05:12:56	1234499/1234499	---M--	200	added ('OK')	image/png	etag:%2261b08ee8fdfffc6a0ecfdcd138b4f636%22	https://gochiusa.com/af/core_sys/images/main/af2020/syaro.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/syaro.png	(from https://gochiusa.com/af/)
05:12:56	1316107/1316107	---M--	200	added ('OK')	image/png	etag:%22d7b8bcf3958801ce9cee82adbf7b0b93%22	https://gochiusa.com/af/core_sys/images/main/af2020/maya.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/maya.png	(from https://gochiusa.com/af/)
05:12:56	23403/23403	---M--	200	added ('OK')	image/png	etag:%22a5c802e64a30ae8eec81de05a4a0b759%22	https://gochiusa.com/af/core_sys/images/main/af2020/cocoa_special.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/cocoa_special.png	(from https://gochiusa.com/af/)
05:12:56	1389103/1389103	---M--	200	added ('OK')	image/png	etag:%226e3a9a03fce2016f758a56bbc3147a4e%22	https://gochiusa.com/af/core_sys/images/main/af2020/megu.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/megu.png	(from https://gochiusa.com/af/)
05:12:56	24239/24239	---M--	200	added ('OK')	image/png	etag:%22efce77fc2213fbd82701d6706006705f%22	https://gochiusa.com/af/core_sys/images/main/af2020/cocoa_special_2.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/cocoa_special_2.png	(from https://gochiusa.com/af/)
05:12:56	2744/2744	---M--	200	added ('OK')	image/png	etag:%22dcb292f1b3c66556a8193659301982c9%22	https://gochiusa.com/af/core_sys/images/main/af2020/hint.png	C:/My%20Websites/2020/gochiusa.com/af/core_sys/images/main/af2020/hint.png	(from https://gochiusa.com/af/)
